mesh_term,primary_category,category_label
Saliva,kidney_urinary,Kidney & Urinary Health
Salivary Gland Diseases,infections,Infections & Infectious Disease
Salivary Gland Neoplasms,cancer,Cancer
Salter-Harris Fractures,bones_joints_muscles,"Bones, Joints & Muscles"
Sample Size,medications_drug_safety,Medications & Drug Safety
San Francisco,heart_blood_vessels,Heart & Blood Vessels
Saphenous Vein,ear_nose_throat,"Ear, Nose & Throat"
Sarcoidosis,brain_nervous_system,Brain & Nervous System
Sarcoma,cancer,Cancer
Saudi Arabia,dental_oral,Dental & Oral Health
Scalp,womens_reproductive,Women's & Reproductive Health
Scapula,bones_joints_muscles,"Bones, Joints & Muscles"
Schistosomiasis,medications_drug_safety,Medications & Drug Safety
Schizophrenia,mental_health,Mental Health
Schizophrenic Psychology,eye_health,Eye Health
School Admission Criteria,medications_drug_safety,Medications & Drug Safety
School Health Services,womens_reproductive,Women's & Reproductive Health
Schools,childrens_health,Children's Health
Sciatic Nerve,medications_drug_safety,Medications & Drug Safety
Sclerosis,brain_nervous_system,Brain & Nervous System
Sclerotherapy,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Scoliosis,childrens_health,Children's Health
Scotland,womens_reproductive,Women's & Reproductive Health
Scrotum,childrens_health,Children's Health
Seasons,heart_blood_vessels,Heart & Blood Vessels
Sebaceous Gland Neoplasms,cancer,Cancer
Second-Look Surgery,cancer,Cancer
Secondary Prevention,brain_nervous_system,Brain & Nervous System
Secretin,digestive_liver,Digestive System & Liver
Sedentary Lifestyle,heart_blood_vessels,Heart & Blood Vessels
Seizures,brain_nervous_system,Brain & Nervous System
Self Administration,ear_nose_throat,"Ear, Nose & Throat"
Self Care,heart_blood_vessels,Heart & Blood Vessels
Self Disclosure,mental_health,Mental Health
Self Efficacy,bones_joints_muscles,"Bones, Joints & Muscles"
Self Report,public_health_prevention,Public Health & Prevention
Self-Assessment,public_health_prevention,Public Health & Prevention
Self-Injurious Behavior,emergency_critical_care,Emergency & Critical Care
Semicircular Canals,eye_health,Eye Health
Seminiferous Tubules,childrens_health,Children's Health
Sensitivity and Specificity,cancer,Cancer
Sensory Aids,eye_health,Eye Health
Sensory Thresholds,medications_drug_safety,Medications & Drug Safety
Sentinel Lymph Node Biopsy,cancer,Cancer
Sepsis,childrens_health,Children's Health
"Sequence Analysis, DNA",medications_drug_safety,Medications & Drug Safety
Seroma,medications_drug_safety,Medications & Drug Safety
Serotonin Uptake Inhibitors,ear_nose_throat,"Ear, Nose & Throat"
Serotyping,infections,Infections & Infectious Disease
Serum Albumin,kidney_urinary,Kidney & Urinary Health
"Serum Albumin, Bovine",medications_drug_safety,Medications & Drug Safety
Severity of Illness Index,medications_drug_safety,Medications & Drug Safety
Sex Characteristics,heart_blood_vessels,Heart & Blood Vessels
Sex Determination Analysis,womens_reproductive,Women's & Reproductive Health
Sex Distribution,childrens_health,Children's Health
Sex Education,womens_reproductive,Women's & Reproductive Health
Sex Factors,womens_reproductive,Women's & Reproductive Health
Sex Hormone-Binding Globulin,public_health_prevention,Public Health & Prevention
Sex Offenses,mental_health,Mental Health
Sexual Behavior,infections,Infections & Infectious Disease
"Sexual Dysfunction, Physiological",kidney_urinary,Kidney & Urinary Health
"Sexual Dysfunctions, Psychological",mental_health,Mental Health
Sexual Partners,infections,Infections & Infectious Disease
Sexually Transmitted Diseases,infections,Infections & Infectious Disease
"Sexually Transmitted Diseases, Bacterial",infections,Infections & Infectious Disease
Sheep,heart_blood_vessels,Heart & Blood Vessels
Shigella,infections,Infections & Infectious Disease
Ships,heart_blood_vessels,Heart & Blood Vessels
"Shock, Cardiogenic",heart_blood_vessels,Heart & Blood Vessels
"Shock, Hemorrhagic",emergency_critical_care,Emergency & Critical Care
Shoulder Dislocation,bones_joints_muscles,"Bones, Joints & Muscles"
Shoulder Impingement Syndrome,ear_nose_throat,"Ear, Nose & Throat"
Shoulder Joint,ear_nose_throat,"Ear, Nose & Throat"
Shoulder Pain,bones_joints_muscles,"Bones, Joints & Muscles"
Sialorrhea,childrens_health,Children's Health
Sick Leave,childrens_health,Children's Health
Sick Role,mental_health,Mental Health
Sickness Impact Profile,breathing_lungs,Breathing & Lungs
"Signal Detection, Psychological",eye_health,Eye Health
"Signal Processing, Computer-Assisted",heart_blood_vessels,Heart & Blood Vessels
Signal Transduction,medications_drug_safety,Medications & Drug Safety
Silicates,childrens_health,Children's Health
Simvastatin,brain_nervous_system,Brain & Nervous System
Singapore,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Single Person,womens_reproductive,Women's & Reproductive Health
Single-Blind Method,heart_blood_vessels,Heart & Blood Vessels
Sirolimus,heart_blood_vessels,Heart & Blood Vessels
Sjogren's Syndrome,medications_drug_safety,Medications & Drug Safety
Skin,infections,Infections & Infectious Disease
Skin Absorption,skin_dermatology,Skin & Dermatology
Skin Care,skin_dermatology,Skin & Dermatology
Skin Diseases,digestive_liver,Digestive System & Liver
Skin Neoplasms,childrens_health,Children's Health
Skin Temperature,skin_dermatology,Skin & Dermatology
Skin Tests,breathing_lungs,Breathing & Lungs
Skull Fractures,bones_joints_muscles,"Bones, Joints & Muscles"
Sleep,bones_joints_muscles,"Bones, Joints & Muscles"
Sleep Apnea Syndromes,medications_drug_safety,Medications & Drug Safety
"Sleep Apnea, Obstructive",breathing_lungs,Breathing & Lungs
Sleep Bruxism,heart_blood_vessels,Heart & Blood Vessels
Sleep Initiation and Maintenance Disorders,bones_joints_muscles,"Bones, Joints & Muscles"
Sleep Stages,heart_blood_vessels,Heart & Blood Vessels
Sleep Wake Disorders,public_health_prevention,Public Health & Prevention
Small Cell Lung Carcinoma,cancer,Cancer
Smoking,childrens_health,Children's Health
Smoking Cessation,womens_reproductive,Women's & Reproductive Health
Smoking Prevention,childrens_health,Children's Health
Snake Bites,childrens_health,Children's Health
Soccer,childrens_health,Children's Health
Social Adjustment,cancer,Cancer
Social Behavior,childrens_health,Children's Health
Social Class,cancer,Cancer
Social Distance,mental_health,Mental Health
Social Environment,childrens_health,Children's Health
Social Perception,childrens_health,Children's Health
Social Security,medications_drug_safety,Medications & Drug Safety
Social Support,mental_health,Mental Health
Social Values,digestive_liver,Digestive System & Liver
Social Welfare,mental_health,Mental Health
Social Work,medications_drug_safety,Medications & Drug Safety
"Societies, Medical",bones_joints_muscles,"Bones, Joints & Muscles"
Socioeconomic Factors,childrens_health,Children's Health
Sodium,kidney_urinary,Kidney & Urinary Health
Sodium Bicarbonate,kidney_urinary,Kidney & Urinary Health
Sodium Chloride,childrens_health,Children's Health
Soft Tissue Neoplasms,cancer,Cancer
Software,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Solutions,medications_drug_safety,Medications & Drug Safety
Solvents,ear_nose_throat,"Ear, Nose & Throat"
Somatoform Disorders,mental_health,Mental Health
Somatosensory Disorders,ear_nose_throat,"Ear, Nose & Throat"
Somatostatin,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Sorbitol,kidney_urinary,Kidney & Urinary Health
Sotalol,heart_blood_vessels,Heart & Blood Vessels
South Africa,infections,Infections & Infectious Disease
Spain,heart_blood_vessels,Heart & Blood Vessels
Specialization,bones_joints_muscles,"Bones, Joints & Muscles"
"Specialties, Surgical",emergency_critical_care,Emergency & Critical Care
Species Specificity,infections,Infections & Infectious Disease
Specific Pathogen-Free Organisms,dental_oral,Dental & Oral Health
Specimen Handling,womens_reproductive,Women's & Reproductive Health
"Spectrometry, X-Ray Emission",dental_oral,Dental & Oral Health
Spectrophotometry,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Speech,cancer,Cancer
Speech Disorders,childrens_health,Children's Health
Speech Perception,brain_nervous_system,Brain & Nervous System
Speech Production Measurement,emergency_critical_care,Emergency & Critical Care
Sperm Count,womens_reproductive,Women's & Reproductive Health
"Sperm Injections, Intracytoplasmic",womens_reproductive,Women's & Reproductive Health
Spermatic Cord Torsion,childrens_health,Children's Health
Spermatozoa,womens_reproductive,Women's & Reproductive Health
"Spherocytosis, Hereditary",childrens_health,Children's Health
"Sphincterotomy, Endoscopic",childrens_health,Children's Health
Spinal Cord,brain_nervous_system,Brain & Nervous System
Spinal Cord Compression,brain_nervous_system,Brain & Nervous System
Spinal Cord Diseases,bones_joints_muscles,"Bones, Joints & Muscles"
Spinal Cord Injuries,brain_nervous_system,Brain & Nervous System
Spinal Curvatures,brain_nervous_system,Brain & Nervous System
Spinal Diseases,infections,Infections & Infectious Disease
Spinal Dysraphism,childrens_health,Children's Health
Spinal Fractures,bones_joints_muscles,"Bones, Joints & Muscles"
Spinal Fusion,childrens_health,Children's Health
Spinal Neoplasms,cancer,Cancer
Spine,brain_nervous_system,Brain & Nervous System
Spirometry,breathing_lungs,Breathing & Lungs
Spleen,digestive_liver,Digestive System & Liver
Splenectomy,digestive_liver,Digestive System & Liver
Splenic Artery,digestive_liver,Digestive System & Liver
Splenic Vein,digestive_liver,Digestive System & Liver
"Spondylitis, Ankylosing",childrens_health,Children's Health
Spondylolysis,childrens_health,Children's Health
Spondylosis,brain_nervous_system,Brain & Nervous System
Sports,ear_nose_throat,"Ear, Nose & Throat"
Sports Equipment,ear_nose_throat,"Ear, Nose & Throat"
Sports Medicine,ear_nose_throat,"Ear, Nose & Throat"
Spouses,cancer,Cancer
Sputum,breathing_lungs,Breathing & Lungs
Staff Development,medications_drug_safety,Medications & Drug Safety
Staining and Labeling,medications_drug_safety,Medications & Drug Safety
Stainless Steel,dental_oral,Dental & Oral Health
Stapes Surgery,infections,Infections & Infectious Disease
Staphylococcal Infections,childrens_health,Children's Health
Staphylococcus aureus,infections,Infections & Infectious Disease
Staphylococcus epidermidis,infections,Infections & Infectious Disease
State Medicine,medications_drug_safety,Medications & Drug Safety
Statistical Distributions,mental_health,Mental Health
Statistics as Topic,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
"Statistics, Nonparametric",heart_blood_vessels,Heart & Blood Vessels
Status Epilepticus,brain_nervous_system,Brain & Nervous System
Stents,childrens_health,Children's Health
Sterilization Reversal,womens_reproductive,Women's & Reproductive Health
"Sterilization, Tubal",womens_reproductive,Women's & Reproductive Health
Sternum,bones_joints_muscles,"Bones, Joints & Muscles"
Steroids,medications_drug_safety,Medications & Drug Safety
Stillbirth,childrens_health,Children's Health
Stomach,digestive_liver,Digestive System & Liver
Stomach Neoplasms,cancer,Cancer
Strabismus,eye_health,Eye Health
Streptococcal Infections,womens_reproductive,Women's & Reproductive Health
Streptococcus agalactiae,womens_reproductive,Women's & Reproductive Health
Streptococcus pyogenes,infections,Infections & Infectious Disease
"Stress Disorders, Post-Traumatic",emergency_critical_care,Emergency & Critical Care
"Stress, Mechanical",childrens_health,Children's Health
"Stress, Psychological",medications_drug_safety,Medications & Drug Safety
Stroboscopy,emergency_critical_care,Emergency & Critical Care
Stroke,brain_nervous_system,Brain & Nervous System
Stroke Rehabilitation,heart_blood_vessels,Heart & Blood Vessels
Stroke Volume,heart_blood_vessels,Heart & Blood Vessels
Stromal Cells,womens_reproductive,Women's & Reproductive Health
Students,childrens_health,Children's Health
"Students, Dental",dental_oral,Dental & Oral Health
"Students, Medical",medications_drug_safety,Medications & Drug Safety
"Students, Nursing",ear_nose_throat,"Ear, Nose & Throat"
Subarachnoid Hemorrhage,emergency_critical_care,Emergency & Critical Care
Subclavian Steal Syndrome,heart_blood_vessels,Heart & Blood Vessels
Substance Withdrawal Syndrome,mental_health,Mental Health
Substance-Related Disorders,infections,Infections & Infectious Disease
Subtraction Technique,cancer,Cancer
Suburethral Slings,kidney_urinary,Kidney & Urinary Health
Sucrose,childrens_health,Children's Health
Suction,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Sufentanil,heart_blood_vessels,Heart & Blood Vessels
Suicidal Ideation,childrens_health,Children's Health
Suicide,mental_health,Mental Health
"Suicide, Attempted",mental_health,Mental Health
Sulfasalazine,brain_nervous_system,Brain & Nervous System
Sulfones,bones_joints_muscles,"Bones, Joints & Muscles"
Sulfonylurea Compounds,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Superoxides,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Supine Position,eye_health,Eye Health
Surge Capacity,emergency_critical_care,Emergency & Critical Care
Surgeons,emergency_critical_care,Emergency & Critical Care
"Surgery Department, Hospital",ear_nose_throat,"Ear, Nose & Throat"
"Surgery, Computer-Assisted",bones_joints_muscles,"Bones, Joints & Muscles"
Surgical Instruments,bones_joints_muscles,"Bones, Joints & Muscles"
"Surgical Procedures, Operative",cancer,Cancer
Surgical Stapling,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Surgical Stomas,cancer,Cancer
Surgical Wound Dehiscence,cancer,Cancer
Surgical Wound Infection,infections,Infections & Infectious Disease
